city_name,latitude,longitude,total_pop
Tienhoven,52.1692,5.08083,440
Oosterlittens,53.135,5.64944,439
Kats,51.5667,3.88333,435
Ried,53.2225,5.59056,435
Munnekeburen,52.8486,5.88583,431
Anna Jacobapolder,51.6383,4.12889,430
Mastwijk,52.05,4.96667,430
Bourtange,53.0066,7.192,430
Luinjeberd,52.9903,5.92111,430
Drouwen,52.95,6.8,430
Witteveen,52.8142,6.66,429
Gasteren,53.0361,6.66333,427
Papekop,52.0464,4.85139,425
Annerveenschekanaal,53.0778,6.80139,424
Buitenkaag,52.2167,4.56667,422
Arriën,52.5269,6.44972,422
Wadway,52.6917,4.97972,420
Oude Niedorp,52.7178,4.87194,420
Watergang,52.4333,4.95,420
Oosthem,53.0161,5.60028,420
Klinkenberg,51.9672,5.49028,420
Windwardside,17.6289,-63.2315,418
Ellewoutsdijk,51.3903,3.81583,410
Sondel,52.8714,5.59917,410
Eernewoude,53.1369,5.94889,409
De Meije,52.1208,4.79306,408
De Hoeve,52.8833,6.08333,408
Boksum,53.1833,5.73333,405
Lekkum,53.2333,5.81667,405
Hantum,53.3625,5.96417,404
Beerzerveld,52.4939,6.57667,403
Zeegse,53.0667,6.65,400
Middelkoop,51.9167,5.05,400
Feanwâldsterwâl,53.2281,5.97722,400
Bontebok,52.9631,6.02556,400
Ravenswoud,52.9644,6.38028,400
Noordlaren,53.1208,6.66694,400
Bozum,53.089,5.696,397
Meedhuizen,53.2833,6.91667,395
Haskerdijken,52.9933,5.87972,395
Fochteloo,52.9925,6.33472,391
Geeuwenbrug,52.8728,6.37028,390
Vegelinsoord,52.9992,5.86389,390
Bergakker,51.8833,5.38333,390
Weipoort,52.1111,4.52167,390
Anloo,53.0433,6.69944,390
Molkwerum,52.9003,5.39806,390
Weijland,52.0864,4.79806,389
Engelum,53.2256,5.71528,386
Gauw,53.0578,5.71306,385
Hijum,53.2908,5.76556,385
Oostwoud,52.7333,5.08333,381
Delfstrahuizen,52.8736,5.82361,380
Tjerkgaast,52.9039,5.67861,380
Pieterburen,53.4,6.45278,379
Weteringbrug,52.2167,4.65,379
Koarnjum,53.25,5.78333,370
Kapellebrug,51.2542,4.06472,369
Zandstraat,51.2658,3.81028,367
Niawier,53.3633,6.04889,366
Sijbrandaburen,53.0683,5.72111,365
Sirjansland,51.6739,4.03222,363
Westbeemster,52.5744,4.89861,360
Noordbeemster,52.5825,4.93667,360
Sluipwijk,52.0386,4.74194,360
Lollum,53.1256,5.53194,360
Nieuw-Haamstede,51.7167,3.7,357
Terzool,53.0747,5.73722,355
Ouwsterhaule,52.9378,5.81333,355
Uitwellingerga,53.0033,5.70583,355
Zijdewind,52.7439,4.83889,350
Het Beijersche,51.9833,4.73333,350
Huls,50.8447,5.96944,350
De Huls,50.8447,5.96944,350
Elp,52.8836,6.64778,350
Ballum,53.4442,5.68889,350
Stroet,52.75,4.75,350
Lioessens,53.3806,6.08861,348
Delwijnen,51.7689,5.18722,346
Elahuizen,52.9228,5.53778,345
Noordwelle,51.7183,3.79306,344
Jorwert,53.1456,5.7125,342
Lhee,52.8283,6.39361,340
Stoutenburg,52.1539,5.4325,340
Wierum,53.4008,6.01528,339
Ossenisse,51.3883,3.97778,339
Ellemeet,51.7297,3.81639,338
Imstenrade,50.8514,5.98472,336
Imsterao,50.8514,5.98472,336
It Heidenskip,52.9503,5.5,335
Easterwierrum,53.1103,5.7325,332
Stroobos,53.2333,6.21667,332
Markenbinnen,52.5333,4.78333,330
Dongjum,53.2089,5.54278,326
Folsgare,53.0372,5.60528,325
Sint Maartensbrug,52.7833,4.73333,322
Holkerveen,52.2,5.45,320
Ommerenveld,51.9347,5.48417,320
Heeswijk,52.0517,4.96778,320
Sijbekarspal,52.7,5.0,320
Stegerveld,52.5719,6.49861,320
Triemen,53.2611,6.07917,318
Geersdijk,51.5667,3.76667,317
Burgwerd,53.0878,5.54583,315
Nieuwediep,53.0469,6.84944,314
Nooitgedacht,52.9739,6.66361,312
De Tike,53.1519,6.03694,311
Rietveld,52.0897,4.85111,310
Vrouwenakker,52.2281,4.78389,310
Ter Idzard,52.9036,6.03417,310
Zandhuizen,52.9103,6.15222,309
Woerdense Verlaat,52.1544,4.86278,303
Bobeldijk,52.6536,5.00444,300
Gellicum,51.8761,5.15472,300
Zwiggelte,52.8731,6.5875,300
Zuiderwoude,52.4333,5.03333,300
Gersloot,53.0064,5.96417,300
Vinkenbuurt,52.5789,6.3525,300
Wirdum,53.3167,6.78333,300
Molsberg,50.8411,5.98639,300
Nij Altoenae,53.2956,5.65306,300
Sint Maartensvlotbrug,52.7833,4.7,298
Hijlaard,53.1653,5.71056,297
Mariaparochie,52.38,6.70667,296
Serooskerke,51.7011,3.81472,296
Jaarsveld,51.9667,4.98333,295
Gaastmeer,52.965,5.54389,295
Langedijke,52.9647,6.28861,293
Noordzijde,52.0828,4.77528,293
Broek,51.9333,4.96667,290
Oost-Graftdijk,52.55,4.81667,290
Wons,53.0839,5.42333,290
Schettens,53.0825,5.48306,285
Zion's Hill,17.6431,-63.2269,283
Spannum,53.1425,5.60639,282
Wieuwerd,53.1089,5.69,277
Luxwoude,52.9967,5.98056,275
Terband,52.9956,5.88639,270
Rohel,52.9175,5.83167,270
Nijeberkoop,52.9592,6.19056,268
Ekehaar,52.9525,6.6025,266
Jutrijp,52.9956,5.65,265
Heukelom,51.5794,5.16194,264
Achthoven,51.9667,4.98917,260
Dieverbrug,52.8469,6.34083,260
Peins,53.2056,5.59417,260
"Schoonloo, Netherlands",52.9044,6.70028,259
Kortehemmen,53.0769,6.0725,258
Hoenzadriel,51.75,5.33333,256
Anderen,53.0003,6.68556,255
Alde Leie,53.3,5.73333,255
Herbaijum,53.1853,5.495,253
Barnflair,52.8514,7.08167,250
Goingarijp,53.0106,5.77222,250
Overslag,51.2008,3.88972,249
De Veenhoop,53.0969,5.94972,245
Abbega,53.0183,5.57083,245
Bovenkerk,51.9667,4.78333,245
Termunterzijl,53.3,7.03333,245
Spui,51.2978,3.87861,243
Kûbaard,53.1194,5.57056,242
Paesens,53.4019,6.0825,242
Dishoek,51.4714,3.52361,240
Oukoop,52.2,4.98333,240
Goënga,53.0544,5.6925,240
Zunderdorp,52.4072,4.96611,237
Itens,53.1019,5.64139,236
Brantgum,53.3519,5.93111,236
Zuidzijde,52.08,4.77528,236
De Falom,53.2675,6.00556,235
Ferwoude,53.0053,5.43333,235
Echten,52.8733,5.79889,235
Godlinze,53.3722,6.81417,235
Oldelamer,52.8719,5.93056,234
Beerze,52.5136,6.52861,233
Oude Meer,52.2833,4.78333,230
Orvelte,52.8436,6.65972,230
Sonnega,52.8669,5.96056,230
Wyns,53.25,5.83333,228
Eexterveenschekanaal,53.0633,6.82361,227
Kalverdijk,52.7333,4.76667,227
Hitzum,53.1653,5.51833,225
Snakkerburen,53.2167,5.8,225
Oud-Zuilen,52.1272,5.06944,224
Raard,53.3261,5.94583,223
Langelille,52.8425,5.84167,223
Moddergat,53.4019,6.0825,221
Boven-Haastrecht,52.0167,4.8,220
Oud-Aa,52.18,4.97194,220
Gaast,53.0164,5.40833,220
Gouwe,52.7289,4.96111,220
Terkaple,53.0183,5.78583,220
Idsegahuizum,53.05,5.41667,220
Nieuwebrug,52.9911,5.88361,215
Formerum,53.3894,5.30624,211
Ganzert,51.9667,5.46667,210
Ter Wisch,52.9139,7.09861,210
Noordsebuurt,52.1667,4.85,210
Wier,53.2519,5.62417,210
Panheel,51.1833,5.86667,210
Panhael,51.1833,5.86667,210
Spanga,52.8186,5.88472,210
Oldetrijne,52.8619,5.94611,209
Offingawier,53.0319,5.69694,205
Bunne,53.1175,6.53306,203
Warfstermolen,53.3,6.23333,203
Eenigenburg,52.75,4.73333,200
Dalmsholte,52.4756,6.365,200
Vilsteren,52.5114,6.35306,200
Lambertschaag,52.7458,5.01667,200
Platteweg,52.0267,4.73028,200
Hantumhuizen,53.3719,5.99722,200
Heesselt,51.8131,5.34667,200
Westenschouwen,51.6833,3.71667,199
Vinkega,52.8742,6.11639,197
Jelsum,53.2344,5.78444,195
Wânswert,53.3014,5.85,193
Mensingeweer,53.3514,6.46528,192
Oterleek,52.6333,4.83333,192
Groenveld,52.7667,4.78333,190
Broek,52.9831,5.77722,190
Houwerzijl,53.3359,6.34144,190
Zurich,53.1119,5.39389,190
Erp,51.6,5.60722,189
Baard,53.15,5.66667,189
Spijkerboor,52.5383,4.83333,188
Oostrum,53.3306,6.06111,188
Rotstergaast,52.9,5.89111,185
Readtsjerk,53.2558,5.93306,185
Nieuweschoot,52.9333,5.925,185
Nijeholtwolde,52.895,5.98556,183
Benneveld,52.7667,6.75,180
Wely,51.9075,5.69167,180
Driehuizen,52.5833,4.8,180
Randenburg,52.0597,4.66944,180
Munnekemoer,52.8439,7.0825,180
Startenhuizen,53.3667,6.7,175
Spijkerboor,53.0764,6.76361,170
Poppingawier,53.0844,5.74722,170
Rijs,52.8667,5.5,170
Roodhuis,53.0764,5.63667,170
Tirns,53.0589,5.62639,170
Stegeren,52.5297,6.505,170
Feinsum,53.2778,5.75833,165
Schraard,53.0806,5.45056,165
Hobrede,52.545,4.98083,160
Havelterberg,52.775,6.18528,160
Uitdam,52.4197,5.07,160
Burgervlotbrug,52.7531,4.68167,160
Valkkoog,52.7833,4.76667,160
Harpel,52.9997,7.08833,160
Diemerbroek,52.0525,4.86222,160
Oosteinde,53.4136,6.79361,160
Wolsum,53.0364,5.54528,160
Walsoorden,51.3825,4.02833,157
Follega,52.8894,5.73639,155
Eexterzandvoort,53.0333,6.78333,154
Nijelamer,52.8856,5.955,153
Zennewijnen,51.8589,5.40972,150
Westeinde,52.825,6.34917,150
Holthe,52.8408,6.54194,150
Reuzenhoek,51.3333,3.91667,150
Eeserveen,52.8672,6.76389,150
Absdale,51.2672,4.00278,150
Losdorp,53.3833,6.83333,150
Oldeholtwolde,52.8856,5.955,149
Balloo,52.9956,6.63167,148
Lies,53.3936,5.325,145
Jellum,53.1622,5.74389,142
Zandwerven,52.6833,4.95,140
Krabbendam,52.7333,4.7,140
Eemster,52.8539,6.38694,140
Terdiek,52.7269,4.89694,140
Jipsinghuizen,52.9769,7.14972,140
Lauwersoog,53.4038,6.21883,140
Molenhoek,51.8653,5.61556,140
Oud Annerveen,53.0886,6.76056,140
Pietersbierum,53.2156,5.47528,140
Oosterend,53.4047,5.38056,136
Schalsum,53.1972,5.57111,134
Beers,53.1564,5.73389,133
Reitsum,53.3208,5.88972,133
Oud-Bodegraven,52.0733,4.73333,133
Deersum,53.0867,5.71556,130
Borgsweer,53.3,7.01667,130
Hidaard,53.0792,5.60333,130
Mirns,52.8619,5.46056,130
Spier,52.8183,6.4675,129
Aalsum,53.3383,6.00444,125
Hartwerd,53.0678,5.56833,125
Oudeschip,53.4333,6.81667,125
Kuitaart,51.3397,4.03417,124
Nieuw Annerveen,53.0656,6.77611,123
Honthem,50.8139,5.80444,121
Zaamslagveer,51.3167,3.93333,120
Balinge,52.8111,6.62778,120
Wittelte,52.8286,6.30694,120
Drijber,52.7917,6.53722,120
Ruigahuizen,52.8844,5.565,120
De Rietschoof,51.7744,5.13694,120
Vlagtwedder-Veldhuis,53.0125,7.13167,120
Breeveld,52.0972,4.91111,120
Hogebrug,52.0256,4.80278,120
Nieuw-Beerta,53.1833,7.16667,120
Bornwird,53.3336,5.95306,119
Baijum,53.165,5.63194,118
Zweins,53.19,5.60611,116
Koufurderrige,52.9519,5.57556,115
Schingen,53.2017,5.6175,115
Huins,53.16,5.6675,114
Nijetrijne,52.8425,5.90917,113
Britswerd,53.1125,5.67556,112
Beneden-Haastrecht,52.0,4.75,110
Hofgeest,52.45,4.65,110
Lheebroek,52.8469,6.42528,110
Haringhuizen,52.7733,4.82889,110
Rien,53.0956,5.65722,110
Westeinde,52.1147,4.48583,110
Akmarijp,53.0058,5.7875,110
Zandberg,51.3,4.1,110
Oud-Reeuwijk,52.0575,4.71472,110
Baaiduinen,53.3778,5.27611,106
Boornzwaag,52.9586,5.74444,105
Indijk,52.9469,5.60194,105
Schardam,52.5969,5.01694,104
Bonnerveen,53.0114,6.83194,100
Brunsting,52.8711,6.49111,100
Laaghalen,52.9217,6.53111,100
Tempel,52.0664,4.70778,100
Achterste Erm,52.75,6.81667,100
Huizinge,53.35,6.66667,100
Doniaga,52.9061,5.74722,100
Oosternieland,53.4,6.755,100
Oudeschans,53.1375,7.14028,100
Veenklooster,53.2667,6.1,97
Landerum,53.3833,5.3,96
Dedgum,53.0222,5.49167,95
Loënga,53.05,5.68333,95
Junne,52.5219,6.49111,94
Amen,52.9417,6.60889,91
Rozendaal,52.0167,4.83333,90
Winde,53.1267,6.5275,90
Bronnegerveen,52.95,6.83333,90
Noordeinde,52.5667,4.83333,90
Taarlo,53.0328,6.62583,90
Beutenaken,50.7819,5.85417,90
Böätenake,50.7819,5.85417,90
Eyserheide,50.8392,5.93194,90
Ezerhei,50.8392,5.93194,90
Archem,52.4731,6.43389,90
Gelderswoude,52.0933,4.53139,90
Hebrecht,53.0333,7.16667,90
Hegebeintum,53.3367,5.84944,90
Hieslum,53.0083,5.48889,90
Blessum,53.1811,5.71028,89
Schuddebeurs,51.6667,3.95,87
Genum,53.3222,5.87389,87
Rottum,53.3819,6.62028,85
Peperga,52.85,6.05639,85
Slappeterp,53.2128,5.62056,85
Ouwster-Nijega,52.93,5.805,85
Krewerd,53.3539,6.84889,85
Oldeouwer,52.9206,5.79917,85
Cornwerd,53.0831,5.39056,85
Greonterp,53.015,5.51917,85
Deurze,52.9836,6.60917,82
Zuidveld,52.8658,6.63528,80
Driewegen,51.3431,3.6575,80
Friens,53.0989,5.79861,80
Cattenbroek,52.0639,4.93889,80
Bosschenhuizen,50.8361,5.96056,80
Busjehoêze,50.8361,5.96056,80
Paal,51.3544,4.1075,80
Allingawier,53.0475,5.44583,80
Hichtum,53.0817,5.52528,80
Idaard,53.1186,5.81361,80
Meierijstad,51.5833,5.48333,79.633
Nijlande,52.9739,6.62611,79
Lichtaard,53.3256,5.91278,76
Olterterp,53.0664,6.10361,75
Foudgum,53.345,5.94222,72
Garminge,52.8203,6.62333,70
Westhem,53.0161,5.54917,70
Augsbuurt,53.2667,6.16389,70
Kleverskerke,51.5167,3.66667,70
Pallert,52.9983,7.20194,70
Bartlehiem,53.2833,5.83333,70
Lutkewierum,53.0881,5.66361,68
Hantumeruitburen,53.3667,6.0,67
Katwijk,52.2,4.41667,65.929
Jislum,53.3128,5.8775,65
Hiaure,53.3472,5.9725,65
Snikzwaag,52.9831,5.78861,65
Dijken,52.9544,5.71056,65
Oostmahorn,53.3808,6.16028,65
Stitswerd,53.3611,6.59917,65
Jannum,53.3122,5.90528,63
Eursinge,52.8381,6.60333,60
Geer,51.9,5.05,60
Oukoop,52.0339,4.77306,60
Firdgum,53.2489,5.55972,60
Noordse Dorp,52.1692,4.83889,60
Goëngahuizen,53.0778,5.9,58
Wetsens,53.3472,6.03333,55
Uitwierde,53.35,6.9,55
Kolderwolde,52.8972,5.51,55
Nijehaske,52.9611,5.89333,55
Nijhuizum,52.9833,5.48333,55
Tweede Valthermond,52.8931,7.02694,50
Gasselterboerveen,53.0003,6.84139,50
Longerhouw,53.0692,5.47806,50
Ypecolsga,52.9308,5.6025,50
Westernijkerk,53.3269,5.79722,50
Piaam,53.0333,5.4,50
Swichum,53.1036,5.81944,50
Boer,53.2153,5.56444,48
Papenvoort,52.9503,6.705,48
Oldenzijl,53.4,6.71667,45
Eesterga,52.8647,5.72611,45
Hennaard,53.1158,5.62944,44
Jouswier,53.35,6.07389,44
Smalle Ee,53.1039,6.02222,43
Gasselterboerveenschemond,53.0069,6.85278,40
Wollinghuizen,52.9939,7.14917,40
Laude,52.9278,7.12833,40
Legemeer,52.94,5.72861,40
Sibrandahûs,53.3108,5.93694,40
Klooster-Lidlum,53.2292,5.52417,38
Slijkenburg,52.8069,5.84333,36
Warstiens,53.1667,5.86667,35
Waaxens,53.3564,5.91944,35
Aegum,53.1308,5.82778,35
Kinnum,53.3667,5.26667,33
Edens,53.1222,5.61389,32
Ellertshaar,52.9,6.73333,30
Bulkemsbroek,50.8294,5.96489,30
D'r Bulkemsbróch,50.8294,5.96489,30
Teroele,52.9358,5.69417,30
Miedum,53.2372,5.83667,30
Arriërveld,52.5631,6.43167,30
Idzega,52.9786,5.55556,30
Rijssen,52.3086,6.51806,28.805
Leons,53.1511,5.67806,26
Sandfirden,52.9878,5.52083,25
Tjalhuizum,53.0456,5.61194,25
Kornwerderzand,53.0731,5.33333,22
Joossesweg,51.5156,3.45611,20
Smallebrugge,52.9581,5.63694,20
Teerns,53.1833,5.83333,17
Vriezenveen,52.4167,6.63333,13.8
Prinsenbeek,51.6,4.71667,11.419
Bergambacht,51.9333,4.78333,10.016
Yerseke,51.5,4.05,6.83
Breezanddijk,53.02,5.20694,4
Vessem,51.42,5.28833,2.175
Deil,51.8842,5.24417,2.097
Wintelre,51.45,5.33333,1.936
Duizel,51.3667,5.3,1.914
Steensel,51.3833,5.35,1.376
Knegsel,51.4,5.35,1.341
Hooghalen,52.9167,6.53333,1.144
Well,51.75,5.2,1.022
's-Heerenberg,51.8764,6.24583,8000
Kleaster Anjum,53.231,5.614,50
Paesens-Moddergat,53.4019,6.0825,450
Oosterzee-Buren,52.8683,5.74806,350
Marijenkampen,52.8167,6.05,250
Oldehove,53.3,6.4,1.648
Almenum,53.1833,5.43333,0
