city_name,latitude,longitude,total_pop
Ząbrowo,53.6333,19.45,1032
Dolna Grupa,53.4958,18.6803,1030
Łazy,51.9164,22.4211,1030
Czarny Las,50.8833,19.0833,1029
Krzyżowice,49.9856,18.6728,1028
Rzędy,54.0483,19.6911,1028
Bronów,49.878,18.9216,1027
Gogołowa,50.0,18.6,1027
Kolonia Poczesna,50.7,19.15,1026
Czapury,52.3333,16.9167,1025
Ziemięcice,50.3667,18.7167,1025
Uciechów,51.5667,17.5833,1025
Kozłów,50.3,18.55,1024
Tuchom,54.4294,18.3903,1024
Janik,50.9744,21.3197,1024
Józefów nad Wisłą,51.0408,21.8292,1023
Czastary,51.2592,18.3194,1023
Modliszów,50.7931,16.3922,1023
Frydek,49.9167,19.0833,1020
Bukowiec,52.2933,16.2467,1020
Stachlew,52.0064,20.0258,1020
Kłodne,49.685,20.5661,1020
Dobryszyce,51.1453,19.4061,1020
Parchowo,54.2064,17.6681,1019
Iłownica,49.8704,18.8571,1018
Stanisław Górny,49.9167,19.6333,1017
Ostaszewo,54.2183,18.9472,1017
Kajkowo,53.6667,19.9667,1017
Bębło,50.1833,19.7833,1015
Sieroszewice,51.6331,17.9714,1014
Wola Rusinowska,50.3667,21.8333,1013
Kocierz Moszczanicki,49.7333,19.25,1013
Skrzeszewo Żukowskie,54.285,18.3514,1013
Bogucin,52.4333,17.0167,1012
Bystry,54.0233,21.8064,1012
Lubiewo,53.4669,18.0183,1012
Osiek,53.7219,18.4908,1012
Podzamcze,50.4547,19.5475,1011
Miechucino,54.3333,18.0167,1011
Basznia Dolna,50.1797,23.2122,1011
Rokitki,51.3397,15.8947,1010
Runowo,54.15,20.4333,1010
Mazury,50.2639,22.0625,1010
Blizne Jasińskiego,52.2333,20.8667,1010
Mściszewice,54.2608,17.8544,1010
Wola Kopcowa,50.8806,20.7125,1010
Jantar,54.3358,19.0331,1008
Cedry Wielkie,54.2442,18.8456,1007
Gola,51.8789,16.9622,1007
Sokołowo,52.3469,17.5664,1007
Kołaczkowo,53.0306,17.7892,1006
Brodła,50.05,19.6,1005
Zaborze,49.8715,18.8098,1005
Hutki,50.6811,19.0064,1004
Bilczyce,49.95,20.1833,1003
Mykanów,50.9167,19.1833,1002
Czerwone,53.4167,21.8833,1001
Ociąż,51.7167,17.9333,1000
Tąpkowice,50.4492,19.0156,1000
Unieście,54.2678,16.0867,1000
Zaleszany,50.65,21.9,1000
Kolnica,50.7508,17.3419,1000
Koryta,51.8,17.7,1000
Kowalów,52.4006,14.7597,1000
Krasne,52.9211,20.9689,1000
Kuny,52.15,18.4333,1000
Kąty,49.5608,21.5206,1000
Sadłowo,53.0833,19.5167,1000
Frygnowo,53.5167,20.0833,1000
Jachówka,49.7667,19.7,1000
Jaczów,51.6333,16.0833,1000
Łukta,53.8053,20.0853,1000
Rososzyca,51.6333,18.0167,1000
Rzuchów,50.0644,18.3642,1000
Rączyna,49.9167,22.45,1000
Wełtyń,53.2589,14.5778,1000
Zendek,50.5,19.0833,1000
Andrzejewo,52.8306,22.2017,1000
Biała,53.0456,16.5397,1000
Siedliska-Bogusz,49.9,21.4,1000
Piotrówka,50.5667,18.3833,1000
Petersgrätz,50.5667,18.3833,1000
Przybysławice,51.7,17.7,1000
Sucha,51.6203,20.9467,1000
Sułków,49.9889,20.0986,1000
Szkaradowo,51.5833,17.15,1000
Żydowo,54.0422,16.7158,1000
Szczuki,52.9333,20.9833,1000
Wzdów,49.6167,22.0167,1000
Murzynowo,52.6333,15.45,1000
Skokowa,51.3833,16.85,1000
Miastkowo,53.1667,21.8167,1000
Miały,52.8,16.1833,1000
Przybędza,49.6167,19.1167,1000
Przychojec,50.3,22.4,1000
Żarnowa,49.8744,21.8181,1000
Brzezie,49.9833,20.2167,1000
Bukowiec,51.6833,19.6667,1000
Czekanów,50.3469,18.7336,1000
Dobrów,52.15,18.6333,1000
Bednary-Wieś,52.1044,20.0603,1000
Bieliny Poduchowne,50.8506,20.9506,1000
Bielowice,51.4,20.3833,1000
Bircza,49.6922,22.4794,1000
Czernica,51.0464,17.2439,1000
Wolkowe,53.4161,21.3892,1000
Fasty,53.1692,23.0622,1000
Wesoła,49.8,22.0833,1000
Bochotnica,51.3333,21.9833,1000
Boruszowice,50.5167,18.7667,1000
Żdżary,50.0372,21.2,1000
Świeligów,51.6667,17.75,1000
Rzeczyca Ziemiańska,50.85,22.1833,1000
Stare Dłutowo,53.19,19.9525,1000
Wysocko Wielkie,51.6333,17.85,1000
Luboszyce,50.7333,17.9667,1000
Lubsza,50.6092,19.0,1000
Huta Nowa,50.8433,20.9828,1000
Jareniówka,49.7667,21.45,1000
Jartypory,52.4167,22.1,1000
Jasienna,49.7139,20.8289,1000
Jegłownik,54.1222,19.2947,1000
Jeziory Małe,52.1667,17.15,1000
Skrzyszów,50.0667,21.55,1000
Wielki Komorsk,53.5833,18.6667,1000
Dębnica,51.55,17.7833,1000
Głuchów,51.7833,20.0667,1000
Jacków,51.2303,22.7369,1000
Jadwisin,52.4789,21.0439,1000
Janowo,53.3167,20.6667,1000
Jarosławiec,52.25,17.2333,1000
Jaśkowice,49.9667,19.6833,1000
Nowa Wieś,49.5097,20.8875,1000
Objezierze,53.0833,15.55,1000
Olszowa,51.2958,18.0433,1000
Osiecznica,51.3275,15.4194,1000
Osiecznica,52.0667,15.0333,1000
Osiek,51.3667,16.2333,1000
Sobótka,51.7667,17.85,1000
Kolsko,51.9667,15.9667,1000
Korzeńsko,51.5333,16.8833,1000
Kraczewice Prywatne,51.2017,22.1,1000
Kruszyn Krajeński,53.0811,17.8753,1000
Krzywa,50.1014,21.7358,1000
Lasek,49.5167,19.9833,1000
Swędów,51.9167,19.55,1000
Reguły,52.1703,20.8594,1000
Janowiec,51.3247,21.8831,1000
Nowy Świętów,50.3736,17.36,1000
Bańska Niżna,49.4,20.0167,1000
Dylągówka,49.9167,22.2167,1000
Dzietrzkowice,51.1667,18.3167,1000
Dziwiszów,50.9394,15.7853,1000
Dąbcze,51.8333,16.65,1000
Dąbrowa,51.2314,18.5411,1000
Dąbrówka Górna,50.55,17.9333,1000
Dłutów,51.5586,19.39,1000
Elgiszewo,53.0667,18.9167,1000
Uciechów,50.75,16.6667,1000
Firlej,51.5581,22.5081,1000
Malachin,53.8147,17.9553,1000
Przecieszyn,49.9667,19.1833,1000
Tworkowa,49.8667,20.6667,1000
Młodocin Mniejszy,51.35,21.0333,1000
Pińczyce,50.55,19.25,1000
Łubnice-Krusze,53.0469,22.3008,1000
Stare Pieścirogi,52.5833,20.75,1000
Chełmce,50.9322,20.4914,1000
Chełmo,51.0667,19.75,1000
Chludowo,52.55,16.85,1000
Chwałowice,50.7667,21.9,1000
Siedlisko,52.9833,16.3833,1000
Sieniawa,49.555,21.9264,1000
Sienno,51.0894,21.4767,1000
Sobolewo,53.1167,23.2833,1000
Sowina,49.8281,21.4708,1000
Giby,54.0333,23.3667,1000
Wiżajny,54.3897,22.865,1000
Golenice,52.9333,14.7833,1000
Goszczanowiec,52.75,15.6167,1000
Góra Motyczna,50.0964,21.3733,1000
Górka Duchowna,51.95,16.6,1000
Lubań,54.1203,18.1622,1000
Lutocin,52.9833,19.7667,1000
Siennica Różana,51.0006,23.3122,1000
Szpęgawa,54.0978,18.7339,1000
Sękocin Stary,52.1,20.8833,1000
Zwardoń,49.5167,18.9833,1000
Łaszczówka,50.45,23.4333,1000
Śmielin,53.1511,17.4863,1000
Drohobyczka,49.8667,22.35,1000
Wilga,51.8531,21.3792,1000
Wilkowo,52.2544,15.4642,1000
Witków,50.7969,16.1308,1000
Wojcieszyce,50.8833,15.6333,1000
Wójtowo,53.7894,20.5978,1000
Łazy,49.9667,20.5,1000
Mszalnica,49.5833,20.8,1000
Kanie,52.1311,20.7722,1000
Strawczyn,50.9419,20.42,1000
Wola Zambrowska,52.9667,22.2667,1000
Nehrybka,49.7667,22.8,1000
Niemojki,52.2667,22.7,1000
Osiedle Nowy Glinnik,51.5667,20.0667,1000
Ostrożnica,50.2439,18.0831,1000
Sośnie,51.4667,17.6167,1000
Stara Słupia,50.8594,21.1078,1000
Sławacinek Stary,52.0314,23.0736,1000
Stary Targ,53.9231,19.1664,1000
Swaty,51.6333,21.9,1000
Babienica,50.6242,18.9733,997
Wola Łużańska,49.7,21.0667,996
Borowe,50.8167,18.8667,996
Simoradz,49.8167,18.7667,996
Iwanowice Duże,50.9667,18.8,995
Jasin,52.4,17.1,994
Kuczów,51.0028,21.1264,993
Kowala,51.3247,21.0703,990
Bydlin,50.3833,19.65,990
Potworów,51.5167,20.7167,990
Leśmierz,52.0167,19.2833,990
Mełgiew,51.2167,22.7833,990
Micigózd,50.8994,20.4575,990
Przytyk,51.4667,20.9,990
Rachanie,50.5333,23.55,990
Osiek,53.1667,19.3833,990
Świerże,51.2167,23.7333,990
Kościerzyce,50.8667,17.5167,990
Dąbrowa,50.0042,20.2514,990
Lubanowo,53.1294,14.6122,990
Złota,50.6586,21.6794,990
Płośnica,53.2833,20.0167,990
Pielnia,49.55,22.0667,990
Straduny,53.8833,22.35,990
Stary Widzim,52.0833,16.1333,990
Tuchorza,52.1833,16.05,989
Dąbrowa,50.0586,21.8097,989
Krostoszowice,49.958,18.4743,988
Gać,53.0794,22.2461,986
Odrano-Wola,52.0914,20.6403,986
Smołdzino,54.6633,17.2136,984
Glinica,50.7167,18.6333,984
Różanka,51.6167,23.5333,983
Bogucin,51.3333,22.35,983
Batorz,50.85,22.4833,982
Udanin,51.0369,16.4533,982
Sadek,51.2,20.9,981
Gębice,52.5989,18.0389,981
Laskowice,50.8333,18.1167,980
Rusocin,54.2283,18.6264,980
Wiązowna,52.1667,21.3167,980
Bobrowniki,52.7767,18.9572,980
Podstolice,49.95,20.0,980
Denkówek,50.9183,21.4003,980
Buczek,51.5,19.1667,980
Mielnik,52.3333,23.05,980
Pyrzowice,50.4667,19.0667,980
Rogów Sobócki,50.9286,16.7589,980
Wola Okrzejska,51.75,22.1333,980
Górki,52.7856,15.4994,980
Osiek,51.3686,18.2,980
Jeziernia,50.4119,23.4144,980
Dąbie,50.1475,21.2944,980
Choceń,52.4847,19.0175,980
Cieszyna,49.8833,21.6,980
Sokolniki,50.6392,19.5986,980
Kacwin,49.3667,20.2833,980
Kandyty,54.3169,20.3694,980
Sośno,53.3897,17.6864,980
Zrębice,50.7167,19.3167,976
Gołaszyn,51.95,22.35,975
Pakosław,51.1917,21.1756,975
Glinno,52.3333,16.1167,974
Łebno,54.4617,18.1403,974
Świerczyniec,50.05,19.0333,973
Rykoszyn,50.8592,20.4033,970
Brzeżno,53.7167,15.7667,970
Budzisław Kościelny,52.4333,18.0833,970
Daszewice,52.3,16.9667,970
Czeszów,51.3833,17.25,970
Zatory,52.6,21.1833,970
Olszany,50.9167,16.35,970
Kmiecin,54.1883,19.1433,970
Zegrze,52.4619,21.0344,970
Sząbruk,53.7242,20.335,970
Smogorzów,51.3894,20.6089,970
Siecieborzyce,51.6697,15.5578,970
Wróblik Szlachecki,49.6167,21.8833,970
Brody,51.7903,14.7739,969
Kruszyna,50.9669,19.2736,968
Babice,50.3489,22.9247,966
Łęki,49.8289,20.0214,966
Pigża,53.1167,18.5333,966
Janów,50.7231,19.4314,964
Chroberz,50.4333,20.5667,964
Żytniów,51.0144,18.5681,963
Murowaniec,53.0933,17.8575,962
Krasne Potockie,49.6622,20.5889,962
Dębogórze,54.5914,18.4617,962
Dubeninki,54.2842,22.565,962
Korczyna,49.7,21.25,960
Leszczyny,50.8667,20.7833,960
Rzeszotary,51.25,16.1536,960
Franknowo,54.0347,20.7525,960
Marcyporęba,49.95,19.6167,960
Biała,51.1842,19.0269,960
Bielawa,52.1083,21.1303,960
Boguszyn,52.0667,17.35,960
Pawłów,51.1461,23.2122,960
Piątkowa,49.8897,22.155,960
Bierzglinek,52.305,17.5736,960
Rzepin Drugi,50.9797,21.1167,960
Borek Strzeliński,50.8831,17.0667,960
Objezierze,52.6047,16.7628,960
Odrowąż,51.1333,20.6494,960
Osina,53.6056,15.0136,960
Pakosław,52.4333,16.2333,960
Rudka Kozłowiecka,51.3667,22.5833,960
Nosków,51.9333,17.4,960
Bachorowice,49.9372,19.5836,960
Turzno,53.1067,18.7328,960
Gościeradów,50.8672,22.0022,960
Drawski Młyn,52.8667,16.0833,960
Złota,50.3794,20.5917,960
Rogóźno,53.5356,18.9281,960
Zawady,51.0333,18.9167,959
Bojszów,50.3333,18.4667,957
Okleśna,50.0333,19.5167,957
Jankowo Gdańskie,54.2956,18.5525,954
Stypułów,51.7,15.5333,954
Łubianka,53.1333,18.5,953
Kąty Opolskie,50.55,17.9667,952
Sienna,49.6667,19.1333,952
Zalesie,51.9367,22.3094,952
Lisów,51.4214,22.5814,951
Łubowo,52.5125,17.4544,951
Zabór,51.95,15.7167,950
Biały Kościół,50.1675,19.8275,950
Słupia,50.6008,19.9744,950
Bukownica,51.4689,18.0492,950
Dobra,53.4869,14.3842,950
Dobrocin,53.9081,19.8364,950
Biesowice,54.1942,16.8761,950
Uście Solne,50.1167,20.5333,950
Jeziorzany,51.9667,20.8167,950
Klonowa,51.4192,18.4175,950
Kosieczyn,52.2167,15.8167,950
Kurowice,51.6653,19.6858,950
Nagłowice,50.6792,20.1067,950
Oblęgorek,50.9533,20.4881,950
Bachórzec,49.8333,22.3333,950
Turowo,53.65,16.7167,950
Turze,50.1833,18.2667,950
Sokołowice,51.25,17.45,950
Mokra Prawa,51.9878,20.1131,950
Pokrzydowo,53.3333,19.4833,950
Szczepanów,50.0053,20.6556,949
Przybradz,49.95,19.4167,949
Uraz,51.25,16.85,949
Majków,51.0944,20.9117,948
Rodaki,50.396,19.5337,948
Boruja Kościelna,52.2667,16.1333,947
Zalesie,49.6231,20.3469,947
Bystra,49.6194,19.1875,946
Stróża-Kolonia,50.9,22.2833,944
Borkowice,50.9406,18.1564,943
Gromada,50.5667,22.7,941
Rogalin,53.3833,17.6333,940
Iwierzyce,50.0333,21.7667,940
Sade Budy,52.0591,20.4913,940
Wilkowo Polskie,52.0625,16.4336,940
Węgierka,49.9,22.55,940
Małęczyn,51.3781,21.2528,940
Czernina,51.7208,16.6158,940
Biesiekierz,54.1339,16.0386,940
Drzonowo,54.0956,15.435,940
Dzikowiec,50.5714,16.5728,940
Jankowa,49.7019,20.9039,940
Jeziorko,50.8936,21.0128,940
Kosmolów,50.2667,19.65,940
Strawczynek,50.9403,20.4461,940
Cholerzyn,50.0667,19.7667,940
Goszcz,51.3972,17.4772,940
Łąkta Dolna,49.8394,20.4006,940
Zaręby,53.3,21.0167,940
Ostojów,51.0169,20.8197,940
Tczyca,50.4239,19.8922,940
Nowe Pieścirogi,52.5667,20.75,940
Brudzeń Duży,52.6667,19.5,939
Wiślinka,54.3383,18.8019,939
Świątki,53.9167,20.2333,938
Siemonia,50.4167,19.05,937
Kowala,50.7953,20.5853,936
Dzwola,50.7,22.5667,936
Rudno,53.9361,18.7597,935
Bierna,49.7167,19.1667,933
Rększowice,50.7,19.0167,931
Karwia,54.8308,18.21,931
Chomranice,49.6761,20.5978,931
Karsibór,53.3569,16.4167,930
Leszkowice,51.55,22.6142,930
Radzanów,52.9333,20.0833,930
Krużlowa Niżna,49.6511,20.8719,930
Mokre,53.55,18.8167,930
Niegosławice,51.5881,15.7131,930
Lipinka,54.1228,19.1242,930
Okół,51.0269,21.6319,930
Stróżna,49.6969,20.9872,930
Bolimów,52.0764,20.1631,930
Grabianów,52.1333,22.2833,930
Grabów Szlachecki,51.7003,22.0978,930
Swojczany,50.4114,19.91,930
Zawada,49.8756,19.9617,930
Kiernozia,52.2686,19.87,930
Kotórz Mały,50.7333,18.05,930
Ostrowy Tuszowskie,50.3,21.65,930
Zajączki Drugie,50.9939,18.6925,928
Pyzówka,49.5333,19.95,928
Cedry Małe,54.2731,18.8614,927
Radzików-Wieś,52.2656,20.6444,927
Lubnia,53.9286,17.7519,927
Borkowo,54.3356,18.3389,926
Nowy Lubosz,52.0789,16.69,926
Rokitnica,54.2731,18.6842,924
Zajączki Pierwsze,51.0,18.7217,922
Nowa Cerekwia,50.0833,17.9167,922
Grabowiec,50.8211,23.5467,922
Bierkowo,54.4775,16.9292,921
Godzianów,51.8964,20.0367,921
Gorzanów,50.3519,16.6322,921
Górki Śląskie,50.1422,18.3903,921
Tuszów Narodowy,50.3667,21.4667,920
Marklowice Górne,49.8854,18.5868,920
Żołędowo,53.2167,18.0667,920
Radecznica,50.75,22.8333,920
Kotomierz,53.2833,18.1167,920
Liw,52.3833,21.95,920
Jasienica Dolna,50.5167,17.5,920
Odrowąż,49.4975,19.8539,920
Klembów,52.4,21.3167,920
Klęka,52.0833,17.4167,920
Świnice Warckie,52.0333,18.9167,920
Mściów,50.7114,21.8067,920
Chmielów,50.9372,21.3294,920
Chrzypsko Wielkie,52.6333,16.2333,920
Goszczyn,51.7303,20.8533,920
Sztabin,53.6833,23.1167,920
Dobkowice,49.9167,22.6833,920
Wojciechów,51.2356,22.2447,920
Wojcieszyce,52.7833,15.2667,920
Osieck,51.9667,21.4167,920
Nielisz,50.8,23.05,920
Stępina,49.8833,21.5667,920
Korzybie,54.3011,16.8769,919
Pustków Żurawski,50.9594,16.8661,919
Tereszpol-Kukiełki,50.5528,22.9311,919
Cisew,51.9833,18.4333,918
Jaszczów,51.2167,22.9333,917
Młynek,51.035,21.1969,915
Glinka,49.4622,19.1614,915
Staniszewo,54.3956,18.0764,915
Garczyn,54.0414,18.2403,914
Mirachowo,54.395,18.0278,913
Masłów Drugi,50.9158,20.7328,912
Jerzmanki,51.1167,15.05,912
Bożnowice,50.65,17.1167,911
Jaktorów,52.0833,20.5167,910
Pielgrzymka,51.1197,15.8153,910
Żegiestów,49.3833,20.8,910
Biały Bór,50.1833,21.5333,910
Bidziny,50.8408,21.6281,910
Marianowo,53.3822,15.2633,910
Galiny,54.1667,20.8333,910
Nowe Żukowice,50.0881,21.1372,910
Stromiec,51.6422,21.0911,909
Żytkiejmy,54.3333,22.6833,907
Unieszewo,53.7161,20.3106,906
Domaniewice,52.0061,19.8025,906
Zelgoszcz,53.8336,18.43,906
Rewa,54.6328,18.5103,905
Piotrów,50.7978,21.1553,904
Niechorze,54.0944,15.075,904
Łazy,49.8249,18.8905,903
Przodkowo Działki,54.3797,18.2958,901
Sobiałkowo,51.6667,16.9833,900
Jędrzejewo,52.8333,16.6,900
Kalisz,54.0444,17.7964,900
Kozłów,50.8261,20.1611,900
Rzeczyca,51.95,22.7333,900
Makowiec,51.3667,21.2333,900
Bolesławiec,51.1986,18.1906,900
Borów,50.8831,16.9903,900
Brzoskwinia,50.0833,19.7167,900
Będziemyśl,50.05,21.7833,900
Poręba,49.9883,18.8764,900
Studzianki,53.2333,23.2667,900
Szewce,51.2225,16.9772,900
Turawa,50.75,18.0667,900
Zawidz,52.8167,19.8667,900
Medynia Łańcucka,50.1306,22.1417,900
Przedmieście Dalsze,51.15,21.7,900
Biertowice,49.8833,19.8,900
Lamki,51.6575,17.7333,900
Nieborów,52.1333,20.1167,900
Brdów,52.35,18.7167,900
Solec-Zdrój,50.3664,20.8869,900
Ludwinów,52.4333,21.9833,900
Dąbie,51.9281,22.2636,900
Dąbrówka,50.05,20.5667,900
Dębice,53.535,15.1192,900
Gródek nad Dunajcem,49.7333,20.7167,900
Owczary,50.1736,19.9131,900
Konary,49.9442,19.9222,900
Krotoszyny,53.5025,19.3939,900
Przyprostynia,52.2333,15.9333,900
Okalewo,53.0667,19.6167,900
Oleszna,50.8,16.8167,900
Dąbrowa,50.9736,21.1414,900
Dłużyna Dolna,51.2333,15.1167,900
Leśna Podlaska,52.1344,23.0261,900
Cerekwica,52.8333,17.6333,900
Chełmce,51.6994,18.1708,900
Chotyłów,52.0,23.3667,900
Łąkorz,53.45,19.35,900
Zielkowice,52.0833,19.9833,900
Żarówka,50.1667,21.2333,900
Drelów,51.9167,22.8833,900
Wilków,51.1167,17.6667,900
Zajączków,50.8561,20.3497,900
Polskowola,51.9333,22.6667,900
Sucha Struga,49.4833,20.6833,900
Kamionka,50.4264,22.3386,899
Rudniki,51.0386,18.5961,897
Górzyn,51.8292,14.9786,894
Zławieś Wielka,53.0969,18.3267,894
Radomyśl nad Sanem,50.6833,21.95,893
Worgule,52.1,23.0,893
Rewal,54.0825,15.0186,893
Lipowina,54.3439,19.9817,892
Chełm,50.3592,19.7544,892
Ciechostowice,51.1667,20.7833,892
Sady,52.45,16.7333,891
Grodziszcze,50.7986,16.5567,891
Kopanica,52.0953,15.9217,890
Sadkowa Góra,50.3833,21.3167,890
Wiśniowo Ełckie,53.7556,22.5264,890
Biskupice,51.1333,22.95,890
Biskupice,49.9597,20.1244,890
Stoczek,52.55,21.9167,890
Lipnica Murowana,49.8578,20.5292,890
Stary Lubosz,52.0758,16.7103,890
Maków,51.3453,21.2531,890
Pakosław,51.6167,17.05,890
Kornowac,50.0667,18.3167,890
Wiktorówko,53.2686,17.2014,890
Oksa,50.7286,20.1006,890
Mętów,51.1478,22.5953,890
Gołkowice Dolne,49.5456,20.5781,890
Kruszewo,52.9719,16.66,889
Kojszówka,49.7167,19.7333,889
Bycina,50.3833,18.5167,888
Lewniowa,49.8833,20.6333,888
Słowik,50.7333,19.1667,886
Adamowo,52.1042,16.1425,885
Bobrowice,51.9536,15.0847,884
Białopole,50.9831,23.7344,883
Adamów,51.0258,21.1567,883
Harbutowice,49.7775,18.8071,883
Siedlnica,51.7667,16.3333,882
Kamienica Królewska,54.3931,17.8892,881
Łuszczów Pierwszy,51.3019,22.7272,881
Sońsk,52.7833,20.7167,881
Dąbrowa Zielona,50.8333,19.55,881
Tychów Stary,51.1236,21.0936,880
Konradów,50.2958,17.4017,880
Racławice,49.75,21.2,880
Komańcza,49.3528,22.075,880
Wielkie Oczy,50.0228,23.1622,880
Kaliszkowice Ołobockie,51.5492,18.0514,880
Kliszów,50.3883,21.3883,880
Niekłań Wielki,51.1797,20.6261,880
Bachów,49.8,22.5,880
Ligota Prószkowska,50.5667,17.8333,880
Sokołowsko,50.6864,16.2353,880
Korczyn,50.9278,20.3339,880
Ostromecko,53.15,18.2167,880
Koczargi Stare,52.2656,20.7953,879
Dąbrowica,50.5425,22.6583,877
Racławiczki,50.4667,17.7833,876
Rasselwitz,50.4667,17.7833,876
Jarczów,50.4167,23.6,876
Brzeźnica,51.7156,15.3911,875
Ściejowice,50.0,19.7833,875
Brudzice,51.1667,19.3333,874
Jasienie,50.9,18.2167,873
Złotniki,50.3167,21.4,873
Gorzków,49.9167,20.0333,872
Obora,51.4183,16.1381,872
Zawada,50.9367,19.4247,872
Wielgomłyny,51.0125,19.7633,870
Kamień,51.0942,23.5831,870
Brzechów,50.8272,20.7883,870
Pruszcz,53.4489,17.8275,870
Żarnów,51.2472,20.1706,870
Sobków,50.6975,20.4542,870
Jasieniec Iłżecki Górny,51.1194,21.1778,870
Jasionka,51.6667,22.9333,870
Nowa Wieś,49.9456,21.8381,870
Skrzelczyce,50.7153,20.7181,870
Oblęgór,50.9553,20.4667,870
Złotnik,51.6869,15.1919,870
Skroniów,50.6281,20.2614,870
Świecie nad Osą,53.4442,19.1031,870
Wierzchosławice,50.9,16.1,870
Wiśniowa,50.0,21.75,870
Łęczyca,52.3,16.8667,870
Nochowo,52.0667,16.9833,870
Garbas,54.1833,22.7333,865
Bucz,52.0,16.4,865
Psary,51.65,18.0333,865
Babice,50.1381,18.2992,864
Zasów,50.1308,21.3422,864
Łapy-Dębowina,52.9717,22.9011,864
Lipowiec,53.4667,21.1333,863
Dobrzewino,54.4544,18.39,863
Rudnik Wielki,50.65,19.0833,862
Krzeszów,50.4039,22.3411,862
Harasiuki,50.4833,22.4833,862
Żarnowiec,54.7872,18.0878,861
Obsza,50.3167,22.9667,861
Toporowice,50.4167,19.1333,861
Koniec,50.7978,23.2842,860
Korytnica,50.6569,20.5167,860
Korytnica,52.4167,21.85,860
Leszczawa Dolna,49.6553,22.4406,860
Robakowo,52.3167,17.0667,860
Rybno,52.6108,17.2875,860
Jadowniki Mokre,50.1283,20.7683,860
Rudka,50.225,22.6317,860
Bobrowniki,54.5256,17.3358,860
Wtelno,53.2411,17.9,860
Przygórze,50.6167,16.5667,860
Tyrowo,53.6833,19.9,860
Radzanowo,52.5833,19.9,860
Jasionówka,53.4,23.0333,860
Działyń,53.0167,19.05,860
Dąbrowica,50.3167,21.1167,860
Ostrowiec,54.2761,16.6703,860
Tymowa,51.4525,16.3475,860
Lipków,52.2667,20.8,860
Szynkielów,51.3511,18.7575,860
Siedliszcze,51.2894,23.6403,860
Siedlec Duży,50.6333,19.1167,860
Sławsko,54.3953,16.7111,860
Dopiewiec,52.3667,16.7167,860
Wójcice,50.4625,17.2122,860
Zagorzyn,49.5778,20.4075,860
Świerczyna,51.9214,16.7603,860
Juszkowo,54.2556,18.6075,860
Kalsk,52.1167,15.6,860
Moszczenica Niżna,49.5461,20.6192,860
Suskowola,51.4667,21.4833,860
Kotwasice,51.9667,18.3667,859
Bładnice,49.7785,18.7794,859
Cykarzew Północny,50.95,19.15,859
Skarbiszów,50.7333,17.7667,859
Bartąg,53.7167,20.4667,858
Duchnice,52.1944,20.7986,858
Rogoźnica,51.0097,16.2914,856
Nowe Kramsko,52.1333,15.7667,854
Jeziorzany,49.9944,19.7758,853
Stok Lacki-Folwark,52.1619,22.3453,853
Koty,50.5511,18.6994,852
Konin,50.8667,19.2667,851
Torki,49.8333,22.9333,851
Żalno,53.6,17.7667,851
Rudnik,50.1286,18.1836,850
Borki,50.3178,21.1411,850
Burzec,51.7833,22.2667,850
Przewóz,51.4778,14.95,850
Psary,51.1847,17.0314,850
Struga,50.8244,16.2283,850
Kopojno,52.1667,17.9667,850
Zbiczno,53.3344,19.3756,850
Czermno,51.1111,20.025,850
Michałówka,51.6286,22.9567,850
Bobrowniki Małe,50.05,20.9,850
Bogdanowice,50.1647,17.8289,850
Lipinki,52.3719,21.29,850
Henryków Lubański,51.1667,15.2667,850
Klępczewo,53.7864,15.705,850
Kłocko,51.57,18.6736,850
Stronno,53.2833,18.0667,850
Owsiszcze,49.9833,18.2333,850
Żupawa,50.5833,21.7833,850
Zalesie,50.15,22.1667,850
Złotniki,50.7506,20.2508,850
Świerczyna,53.4408,16.2744,850
Posada Jaśliska,49.4389,21.8186,850
Rychwałdek,49.6833,19.2667,849
Chrośla,52.1833,21.4667,849
Rębielice Królewskie,51.0,18.8667,848
Wylewa,50.2,22.6333,846
Żarska Wieś,51.1939,15.1042,846
Poręby Dymarskie,50.3217,21.8064,845
Kosowy,50.2667,21.6333,844
Skrzydlów,50.85,19.35,844
Przezchlebie,50.3667,18.6833,843
Turze,54.0944,18.6303,843
Wyszyna,52.0667,18.4,843
Wyczechy,53.6889,17.0389,842
Kurza Góra,52.0769,16.6625,842
Horodyszcze,51.755,23.1842,841
Grzędzice,53.3667,14.9667,841
Zbójno,53.0058,19.1539,841
Potępa,50.5658,18.6617,841
Nowa Wieś,50.5233,18.2869,840
Kobylany,50.7642,21.3436,840
Konopnica,51.3539,18.8233,840
Rogoźnik,49.444,19.937,840
Rybczewice,51.0292,22.8503,840
Baczyn,49.7889,19.7242,840
Brzuśnik,49.6333,19.1833,840
Piece,53.8872,18.2139,840
Prostyń,52.6667,21.9833,840
Chamsk,53.0333,19.9333,840
Działyń,52.5942,17.4911,840
Dąbrówka,49.8167,19.6,840
Długołęka,53.2667,22.7833,840
Irządze,50.6264,19.6853,840
Orle,54.0539,18.2114,840
Tanowo,53.55,14.4667,840
Nacpolsk,52.5133,20.2569,840
Stara Wieś,49.6369,20.8847,840
Gończyce,51.7833,21.7333,840
Drewnica,54.2869,18.9619,840
Wróblik Królewski,49.6167,21.8667,840
Sterkowiec,49.9833,20.6667,840
Ogrodzona,49.7705,18.7258,838
